row.names	c1G	c1R	c2G	c2R	c3G	c3R	c4G	c4R	c5G	c5R	c6G	c6R	c7G	c7R	c8G	c8R	k1G	k1R	k2G	k2R	k3G	k3R	k4G	k4R	k5G	k5R	k6G	k6R	k7G	k7R	k8G	k8R
89	4190	2855.17	29632.79	15278.11	3445.07	1985.29	2338.25	2012.62	1919.17	1166.08	3897.15	2034.77	1931.54	1019.15	2754.58	1918.92	943.5	1128.61	1611.71	1405.79	1623.3	1006.95	1834.25	1324.8	1314.65	1048.5	3199.5	3077.07	1685.83	1235.25	2254	1607.41
90	1680.85	1543.45	1534.31	1329.19	1742.5	900.17	1793.67	2102.44	948.83	701.92	1247.13	788.87	643.48	468.16	1013.18	793.32	683.86	824.21	878.18	818.41	927.52	598.24	780	788.77	791.1	916.1	2079	2452.78	1114.67	1287.92	1439.4	1302.8
91	4059.77	2413.09	5085.8	3811.68	4796	3012.23	6242.95	2859.95	3935.24	1753.91	5016.79	3282.45	4782.45	1379.37	4034.87	2607.29	1172.58	1357.73	3533.21	2592.14	3758.67	2224.17	3457.9	2563.3	3841.5	1872.38	5880.39	4228.44	3895.92	2059.88	4947.2	3286.6
92	1136.43	953.56	1265.58	1310.16	980.77	814.31	1860.86	1469.14	1799.82	1275.64	1796.64	1345.19	970.73	962.4	869.06	805.88	428.31	532.84	1163.67	1072.8	634	535.15	1012.38	765.77	925.67	1251.42	1202.33	1087.87	640.31	555.46	1335.58	1339.25
93	14032.42	8032.92	13967.79	13513.42	11372.33	10850.33	10440.68	9349.32	12867.24	5082.71	13832.15	10632.81	11376.2	5284.05	11340.58	7647.42	7813.5	5718.22	7220.68	7543.89	9570.17	8817.11	9445	6588.41	10891.77	7142.32	9497.67	5289.93	14461.17	7240	11147.8	6779.86
94	4268.21	2625.36	3286.83	2693.17	4091.46	2933.08	2632.17	2458.33	3123.83	1229.67	3820.83	2199	3037.78	1447.11	2654.71	1952.35	1710.43	1321.67	1130.08	1028.69	2670.79	1933.42	2188.25	1620.83	2900.2	1973.87	3145.46	2473	3512.95	1684.76	3830.5	2329.6
95	639.06	644.57	911.07	831.69	827.78	693.33	676.5	897.6	539.64	506.71	823.55	631.44	443.84	475.25	641.5	656.94	240.07	249.07	2317.76	1621.43	454.25	395.88	692.89	644.89	655.8	1014.7	1172.78	1521.22	601.79	614.43	781.67	975.33
96	7211.25	4087	7273.2	5265.3	7706.78	5925.22	4813.29	4908.07	8053.33	3195.44	9745.78	5717	4355.5	2048.17	7623.36	4454.45	2415.4	1303.7	6473.75	6722.09	4603.9	4009	7220.8	4714.33	5089.66	3564	9243.91	5254.09	6843.42	2526.33	9924.18	4616.55
97	1057.65	661.29	1042.62	736.15	975	601.06	1134.11	947	884.18	614.91	1354.38	884.85	558.25	478.81	1209.42	935.42	324.28	364.79	859.25	725.42	1006.15	769.14	1187	1042.42	538.6	817.6	1169.36	1478.93	684.85	447.08	1265.44	812.78
98	670.94	531.12	1281.33	946.67	664.95	526.95	979.6	776.4	655.42	524.75	909.67	713.67	805.09	1190.82	780.56	782.56	245.95	321.79	593.19	647.06	601	584.25	926.17	836.5	622.08	1140.92	1097.27	1638.07	637.75	457.25	681.4	907.13
99	3770.56	2010.33	4589	4014.5	6182.56	4323.56	7408.78	3274.22	7298.33	3030.78	6383.25	4855.42	5060.45	1385.45	2933.09	2267.55	1359.85	1667.85	4548.42	3826.33	7423.56	4269.56	5425.78	4264	3955.69	1999.75	5462.33	3307.5	6952.44	4011.33	7424.33	4735.33
100	585.05	500.67	1269.84	940.68	1130	916.11	797.75	690.5	620.17	555.42	1193.67	804.89	605.75	774.55	757.64	824.36	298.5	345.17	840.14	637.33	711.62	685.31	844.8	1058.1	693.94	1084.53	914.18	1361.29	581.75	539.31	667.95	617.95
101	5796.17	3624.75	4877	3465	4758.85	3646.62	4046.33	3237.33	5200.5	2860.92	5451.8	3324	3848.25	1937.42	5111.22	3941	949.14	842	3966.38	3417.85	3864.57	2688.36	3908	3055	2678.88	2032.12	3993.63	3108.53	3806.1	2151.8	4346.76	2952.94
102	5029.67	2348.11	4588.75	3588	4064.63	2519.68	2663.95	2271.89	4934.27	2179.91	5472.25	3195.83	3628.67	2097.33	4123.94	2709.56	1502.87	936.33	3121.42	2830.83	4681	3215.68	3020.92	1975.38	2718.64	2392.29	3787.58	2823.42	3962.42	1875.79	4974.42	3096.17
103	2155.33	1920.67	2308.73	1567.93	1478.92	1040.25	2245.82	2453	1283.25	1030.67	2892.33	1599.42	1527.58	1096.75	1999	1554.58	574.11	604.44	1686.4	1475	1286.71	869.5	1245.55	1284.36	1059	1550.71	2075.75	2722.75	1639.67	1145.33	2555.83	2256.83
104	1446.71	1163.71	1385.1	1035.1	782	737.08	964.83	929.5	625.81	682.25	932	795.17	1042.18	1255.55	833.33	810	352.38	452.57	700.78	680.44	806.55	634.33	656.54	887	830.7	1533.9	1003.78	1730.61	898.92	665	1116.2	1178
105	2039.55	1538.55	2382.23	1976.15	1904.4	1332.9	2029.5	1672.66	2333.58	1590.92	2528.58	1351.42	2044	2090.22	1850.17	1529.25	669.84	738.25	1511.8	1275.13	1822.48	1209.33	1290.69	1536.15	1398.75	2581.92	1782.64	2856.29	2254.42	1975.17	3088.78	3701.67
106	2608.42	2518.08	2918.55	2951.46	1549.14	1213.8	2067.3	2185.1	1107.56	805.69	1817	1158.73	1301.13	1337	1072.67	1068.5	886.17	1393.58	1680.33	1581.22	752	687.75	1046.75	1320.17	1940.29	3177.5	2578.08	2586.5	1405.57	1604.07	1358.24	2432.7
107	2531.19	2044.06	2742.36	2339.86	2668.56	1741.61	1650.22	1278.89	1288.5	678.82	2392.18	1435.91	1250.93	866.4	1196.78	1049.78	940.41	1150.59	1496.41	1299.92	1407.1	876.37	1625.35	1261.23	2403.29	4626.57	2444.38	2743.19	1495.24	1393.15	1478.22	2734.11
108	4832.22	2624.06	5903.07	3142.33	6881	2782.96	3482.25	2591.92	2780.75	1224.61	4442.71	2411.57	2441.52	1175.93	2615.17	1854.42	1539.22	1232.03	2358	1545.8	3300.62	1841.21	2401.7	2274.76	2972.88	1707.71	4581	3508	3491.74	2008.91	3232.57	2012.29
109	1440.38	1127.9	2584.36	1894.09	1275.78	1109.55	955.63	1008.91	652.5	545.81	772.44	902.28	581.21	650.94	1362.3	1587.2	535.34	741.07	726.94	781.56	765.59	585.24	701.42	698.17	823.2	999.95	1160.92	1910.5	673.85	854.04	797.88	789
110	1014.05	895.77	2038.4	1596.53	976.4	594.55	1160.2	1144.67	1065.66	795.22	1500.2	1020.5	661.41	715.88	787.33	709.47	502.4	784.73	736.96	808.33	511.6	527.74	828.42	854.05	663.82	828.18	1290.42	2296.67	884.67	1507.34	1105.29	1033.07
111	5181.55	4543.82	8670.22	6445.56	5802.33	3844.25	5680.11	6245.33	4619.22	2580	6616.25	3596.42	2826.5	1776.14	4615.81	3176	3023.08	3233	5675.08	5440.17	3443.06	3057.33	5146.42	5826.92	3791.5	2705.93	5759.75	5893.83	3440.11	2177.79	7224.44	5571.22
112	1158.58	1013.5	1345.25	1149.08	1033.6	806.73	1157.67	1609.12	830.42	599.5	1025.13	816.6	551.6	416.13	1041.88	1054.47	533.25	546.17	921.41	971	823.69	721.88	832	1353	861	1449.27	1329.69	2036.06	820.62	1589.38	1445.82	2179.27
113	4047.79	2810	4758.9	3455.6	4444.6	3003.33	3165.83	3417.08	3371.5	1763.43	5103.75	2755.17	3082.28	1682.79	3796.62	2252.77	1720.58	1337.95	3254.5	3179	2370.9	1493.6	2280.6	1676.25	2599.32	1561.41	3273.45	2353	3402.24	1569	4010.7	2294.6
114	1662.02	900.67	3639	2336.1	3448.51	1536.92	2010.4	1872.93	1736.77	775.2	3810.41	1733.77	1443.06	695.84	2074.29	1338.45	618.74	512.92	2100.62	1721	1454.21	742.26	2410.17	1609	1238.7	789.17	3089.4	2892.67	1870.32	757	2337.81	1839.33
115	1352.89	1047.33	1897.33	1274.28	1659.71	991.35	1923.78	1836.23	1318.92	631.17	2182.67	1114.46	1232.92	827.66	1684.64	1251.64	596	608.25	1753.47	1456.67	1154.06	747.28	1720.25	1612.08	1350.89	1677.44	2828.8	2309.7	1497.45	1311.09	2308.8	1779.87
116	3558.4	1642.73	4834.25	2974.67	7350.11	4875.56	3783.75	3783.58	1639.71	840.65	6220.5	3486	2936.07	1527.6	4144.31	2950.23	1385	726.33	3408.92	3731.33	2871.33	2718.25	4221.5	2596.92	2537.2	1814.66	5165.09	2756.5	3666.67	1791	4006.82	2503.3
117	582.18	579.19	677.89	815.11	842.75	779	782.67	982.08	774.44	675.19	1483.89	1069.33	530.25	623.5	787.84	725.23	212.38	294.05	424.3	478.2	487.47	471.05	565.82	622.12	549.13	716.07	1063.33	2677.44	814.67	1143.22	706.5	698.43
118	4064.78	2881.44	4661.17	2925.59	6258.11	3528.67	3054.17	2736	4631.44	2277.67	6479.75	3555.42	3106.33	1730.93	5847.7	3813.2	1408.67	1069.33	3202.33	2478.09	2807.81	1782.5	4522.6	2842.3	1877.27	1332.8	4808.86	2612.79	3717.5	1967	5021.43	2684.21
119	1378	1222.94	949.17	829.95	1398.88	890.79	1206.56	1155.33	764.26	654.18	1380.8	847.07	1199.65	1791.29	996.1	1344.45	552.47	612.6	600.13	780.34	1082.45	860.29	577.27	580.86	898.14	860.83	1140.08	1458.84	1366.17	1059.07	979.85	1228.46
120	2024.61	1128.89	4094.33	2121	4712.78	1982.03	1971.83	1540.3	3063.64	1323.71	4888.22	2491.11	2944.53	1178.85	2791.74	1938.24	786.8	682.83	2073.07	1495.27	2543.65	1382.78	3199.22	2033.89	1630.95	1165.1	3886.73	2104.87	3790.12	1895.97	3813.87	2047.12
121	2610	1596.25	2439.79	1472	2977.42	2134.42	2151.59	1895.83	2293.6	1063.4	4256.44	2098.33	1977.92	1712.58	3084.4	1771.4	636.11	718.68	1198.8	1030.93	2452	1595	2196.88	1789.82	1162	1847.59	2929.18	2446.45	2374.5	1625	2534.05	1262.94
122	683.74	493.71	962.12	732.81	760.06	627.82	816.57	849.64	883.33	800.22	1373.89	1021	456.45	659.9	865.7	702.3	305.3	373.67	637.92	527	854.69	805.34	736.44	1005.22	657.04	809	779.4	1488.93	702.64	609.75	740.34	722.56
123	864.03	599.43	1181.37	900.19	813.17	479.42	970.43	1018.64	556.85	420.33	712.38	588.67	646.94	516.44	1053.35	941.65	287.67	363.59	427.68	613.47	816.32	727.9	502.87	635.84	826.08	967.12	683.45	1065.95	767.83	569.96	861.34	778.17
124	2410.34	1875.22	2971	1850.67	2555	1359.45	1842.71	2639.57	2256.62	1373.7	3104.58	1710	1583.47	1057.73	3202	2788.78	794.23	733.54	1276.07	1130	2178.1	1502.8	1357.74	1566.74	993.11	1255.39	2095.31	2066.56	2409.75	1679.42	3233.11	2196.78
125	3325.88	2013.41	4033.6	2389.33	5316.53	2471.41	2571.78	1853.72	3304.73	1786.04	4028.35	1798.85	3520.5	2130	3109.97	2325.45	1303.74	1008.58	2839.67	1697	3962.33	1811	2401.17	2937.75	2451.88	3090.12	3388.8	4003	4764.38	2995.9	4336.77	2880.54
126	7058.38	3608.68	10333.62	5334.11	11918.12	4559.58	5677.7	3207.67	9138.03	4914.92	10070.65	4916.11	7702.32	2724.25	8618.14	5335.15	2189.55	1378.94	4952.17	3063.08	8847.39	3551.74	5906.27	4630.87	3955.32	2192.4	7139.95	5307.26	9713.86	5290.86	8681.41	5293.38
127	2438.75	2379.56	2363.5	1815.86	1401.95	1113.15	1427.62	1563.18	1007	708.67	1180.17	861.45	870	775.31	1005.13	1090.33	1143.52	1647.12	958.21	1199.15	1149.04	951	1294.45	1179.58	1367.75	1955.38	1454.25	2430.85	1159.05	940.47	1506.45	2955.82
128	1374.52	1388.3	1547.85	1082.89	697.15	473.4	759.85	807.36	365.42	287.78	701.73	603	431.13	308.44	535.36	546.17	401.11	505.36	566.33	602.91	618.43	474.39	692.46	608.48	603.78	643	721.95	899.62	508.11	391.66	774.33	621.91
129	2812.57	2051.03	1464.8	832.24	967.35	664.59	759.9	599.97	581.39	304.93	685.09	590.36	558.45	362.53	677.4	593.1	524.62	656.31	501.7	546.02	715.46	536.86	658.37	572.85	646.36	511.92	721.56	932.21	607.58	478.68	632.03	556.48
130	1470.84	1078.64	2454.91	1292.37	1308.2	782.4	962.22	762.5	530.68	353.95	1210	825.27	609.54	380.55	1219	944	0	0	719.71	759.96	740.42	530.35	883.89	760.53	781.42	626.48	835.48	1079.33	777.15	658.96	938.79	617.5
131	1007.44	829.09	1250.41	945.36	953.36	630.36	751.86	663.59	511.55	347.27	871.13	673.54	428.94	300.62	660.52	677.35	389.08	503.64	622.83	774.84	606.68	482.05	756.85	772.12	642.44	727.06	896.7	1309.5	472.94	443.56	549.64	505.11
132	1011.42	869.68	1361.45	941.3	1055.11	705.83	757.73	785.53	484.5	359.93	832.73	567.23	612.57	420.43	792.81	646.58	394.47	459.07	584.97	823.71	825.67	696.11	1058.54	1016.71	640.08	558.64	1002.36	1568.64	555.49	365.86	596.43	738
133	2025	1534.92	1815.37	1378	1882.17	1277.67	1309.48	1130.43	980.74	645	1638.94	1003.65	831.58	470.16	1547.37	1279.26	604.87	687.87	1024.03	1338.93	1068.83	753.09	1490.24	1401.4	805.55	784.4	1667.22	2223.79	850.41	658.19	1227.84	1169.45
134	2307.45	1499.46	2153.23	1526.39	2317.71	899.29	2046.13	1816.19	1578.5	847.94	1959.39	1183.35	1471.45	1061.37	2009.12	1594.56	1112.33	866.21	1506.3	1331.76	2221.36	1415.73	1452.1	1346.1	1746.62	1417.31	2105.64	1872.15	1598.96	888.87	1860.14	1986.5
135	2546.76	1351.29	6672.13	2581.13	5228.65	2013.63	3714.64	2175.18	2603.2	1764.26	7441.33	3188.84	2528.49	995.9	3275.15	2152.07	963.22	875.36	3412.95	2127.3	2728	1154.42	5093.05	4013.2	1972.67	982.3	6824	4412.2	3177.98	1766.49	4394.57	3024.14
136	3447.43	1783.44	5025.4	2473.46	7162.16	3039.06	3446.52	1981.51	3597.42	1895.81	5884.98	2812.52	4259.51	1708.87	3903.03	2423.97	1468.51	1199.54	4753.36	3425.36	3320.62	1566.08	5499.83	4105.33	2518.81	1312.36	5425.62	3415.06	4388.11	2114.89	3812.62	2356.97
137	4584.11	2668.51	4390.73	2967.33	4196.12	2564.17	2938.91	2567.68	3013.22	1530.2	5360.5	3079.17	3058.9	1848.04	4110.12	3057.29	1632.99	1468	2212.6	2400.4	2727.45	2120.78	2767	2608.09	2431.96	1354.47	3159	2070.07	3753.14	1895.73	4405.1	2690.61
138	995.13	708.03	1180.46	731.14	1153.44	731.5	887.41	624.06	803.39	417.16	1144.8	747.68	975.38	447.96	1085.83	763.39	417.44	405.92	641.89	672.85	1119.85	685.62	1022.84	933.9	802.03	672.09	979.98	956.39	882.51	572.3	850.45	619.16
139	1526.36	816.5	2216.44	1550.31	2862.12	1894.88	2235.1	1062.32	1545.5	743.31	2762.75	1863.33	2051.77	670.77	2422.69	1673.31	619.1	570.93	1195.67	1218.47	1982.04	1245.74	1195.48	910.35	1324.44	825.8	2001.75	1588.58	1714.88	907.59	1436.35	1020.3
140	2924.13	1262.4	5305	3127.08	4400.8	2351.6	2582.08	2089.19	3117.45	815.34	5157.05	2588.5	2749.46	1000.86	3719.02	1870.44	852.4	467.17	1879.5	1695.58	2613	1759.39	1797.84	1275.11	1408.02	947.57	3301.56	1859.11	3553.93	1014.95	4463.35	1577.58
141	1846.69	1147.06	2278.08	1543.42	2174.33	1378	1552.71	1388.71	1339.54	700.2	2594.82	1459.18	1315.5	576.19	1720.82	1200.17	726.75	577.66	1103.4	1077.8	1963.75	1255.12	1096.42	974.29	1348	1049.59	1722.94	1663.22	2090.08	1054.59	1765.75	1023.83
142	5567.97	2932.64	8280.2	4700.2	9263.03	5250.05	6096.8	4633.8	6461.06	2836.29	11811.35	6348.17	7442.67	2927.72	9633.94	5801.19	2464.86	1356.69	4055.71	3017.57	4762.26	3039.84	4200.74	3035.21	4000.27	2347.24	7313.7	4582.5	8739.04	3941.59	7251.46	3748.54
143	1526.41	889.24	1700.36	913.22	1495.97	862.44	1113.94	766.45	1035.48	481.78	1616.25	983.2	1088.63	560.61	1629.72	1021	570.91	457.05	888.5	732.82	1352.81	852.29	852.12	868.75	913.76	577.1	1198.49	1146.71	1496.89	809.78	1265.77	766.12
144	4033.29	2172.2	7731.11	3448.45	5604.5	2313.26	3234.36	2045.05	3035.24	2238.56	5467.89	2672.58	4146.96	1777.56	5885.61	3978.83	1076.03	701	2100.18	1441.35	3994.45	1911.95	1766.33	1957.52	2013.24	1184.37	3186.59	3383.47	4142.02	2626.73	4725.56	3932.61
145	4824.52	2418.37	5730.32	3378.7	6991.26	3781.09	4022.8	2714.34	4735.05	2130.5	7198.17	3810.83	5335.88	1982.7	6491.12	3845.28	1311.21	983.8	3876.75	2679.62	4557.36	2594.82	4858.82	3420.39	2739.67	1589.83	5068.63	3063.9	6125	2891.22	5522.23	2870.06
146	2620	1577.24	3338.97	2141.24	2759.85	1796.64	2121.93	1761.04	2079.05	1025.32	2967.07	1606.51	2193.47	1082.09	2533.02	1633.89	879.88	683.09	1503.68	1373.63	2319.66	1563.05	1807.5	1800.28	1526.08	1029.46	2092	1571.14	2550.32	1291.23	2537.05	1566.7
147	2002	1169.22	1904.64	1435.29	2459.07	1525.72	1431.53	1123.05	1911.4	974.33	1877.07	1144	1525.5	626.08	1667.26	1129.52	574.53	443.29	828.27	829.88	1799.89	977.22	1188.3	1179.3	1291.68	800.39	1590.04	1928.17	1575.95	837.62	1629.95	1044.64
148	10115.77	5598.18	12970.55	7480.55	14192.38	8042.93	7975.92	8557.86	6891.14	3332.44	12749.89	5310.47	6241.8	1722.92	4375.32	3661.12	6082.16	3656.89	9458.09	4564.25	6761.02	3185.61	7542	6569.59	7813.81	4712.62	9540.14	6395.26	11336.43	4951.43	8154.69	5933.19
149	3944.51	2805.56	4699.38	2956.3	4397.08	2292.44	2911.91	2079.64	1792.73	935.27	3566.93	1980.2	1879.67	780.91	1811.1	1259.81	1250.94	1195.98	3099.67	1833.33	2029.81	1190.61	2276.12	1979.12	1910.96	1127.76	3360	2234.5	2112.95	1126.73	2537.7	1377.26
150	2939.7	2245.89	1868.72	1274.39	1407.57	853.18	982.93	756.09	604.16	342.44	1201.78	801.35	616.94	344.25	717.69	653.79	522.65	605.97	839.15	708.9	845.57	581.83	1133.67	853.56	683.08	507.32	1200.66	842.45	669.53	500.65	911.01	607.7
151	4936.58	2362.5	6056.56	2307.16	7850.42	2683.83	3767.75	2048.06	2864.11	1236.67	5571.64	2469.73	2066.87	813.04	2640.83	1716.58	1714.9	1004.43	4365.42	2361.92	2869.18	1452.45	6355.67	3237.74	2571.46	1295.46	6024	2555.92	3230.43	1295.71	2890.1	1639.05
152	7092.6	3305.2	5945.61	3704.72	7019.75	3880.25	4835	3494	3134.92	1328.83	5459.33	3239.25	3372.92	1290.92	3474.33	2313.78	2210.42	1369.05	4859.17	3643.92	3712.2	2847.47	4806.4	2917.27	2723	1750.62	5772.73	2938.37	3112.89	1160.77	3336.24	1731.62
153	11528.18	6514.59	12974.94	6447.52	11220.1	5193.54	9332.9	4772.03	7612.22	4217.78	11910.44	6845.41	8168.12	3858.18	6873.16	5223.58	3878.5	3088.19	8151.57	5205.07	9551.33	4950.33	9767.12	6775.12	9550.6	4446	9244.26	5888.27	9453.4	4713.4	10209.27	6808.55
154	6202.93	3973.54	6718.21	4092.57	7339.8	3986.8	4405.7	3222.76	3424.31	2306.54	6477.88	3710.56	3673.46	2342.23	4707.5	3532.78	2651.23	2159.3	4672.08	3725.5	5205.6	3171.07	6083.41	4653.35	2184.6	1642.65	6374.08	4633.07	3236.32	1973.47	5052.81	3195.12
155	1542.03	1060.18	2391.06	1685.69	2518.79	1136.84	1547.48	1162.86	1109	703.5	1405.64	1022.45	1006.28	638.59	1593.83	1679.58	571.67	669.06	1391.96	1731.08	1093.82	801.84	1985	1560.57	871.62	889.51	1960.96	1388.62	1201.26	653.61	1425.08	1095.76
156	1933.86	1037.26	5595.77	3163.33	7926.7	3867.9	4060.5	2048.63	3270.12	1886	8727.91	4966.55	3391.71	1757.57	3663.82	2547.55	945.19	646.02	4250.71	3025.5	2109.2	1314.37	7137.77	4836.15	1951.77	1318.63	6188.27	3853.96	3180.14	1475.1	3848.47	2163.52
157	6333.9	3698.1	7450.33	3394.75	9795.08	3315.67	5784.27	2020.55	3030.56	2291.72	7377.38	3573	4258.69	2311.62	4871.31	3615.62	2225.75	2108.44	4952.44	2214.39	5783.6	2277.5	5987	4836.13	3121.94	1481.26	5699.53	3784.29	4883.4	3150.8	4798.88	3857.19
158	8154.21	4522.21	10015.84	8525.92	8853.61	7572.17	6704.33	6332.87	7155.69	3846.08	10853	9354	8093.5	4790.33	7228.33	5870.22	2671.3	1882	6817.88	8045	6209.5	6978.08	8343.19	6375.33	4248.18	3961.45	8948.25	5521.08	9529.42	4790.33	7896.14	5570.86
159	18948.85	9372.43	16787.49	9784.86	22301.76	10842.79	12517.82	7284.21	11232.5	6505.9	17914.53	10447.44	13097.59	6118.48	12181.12	8938.88	6446.68	3999.08	11735.62	7032.38	12262.76	6469.03	13616.69	11908.94	10446.83	5801.34	13877.03	9507.18	15517.82	9094.9	11708.58	8555.19
160	5337.67	2965.58	6055.33	3853.5	9389.89	4837.78	4263.82	2736.73	4414.73	2099.91	8154.86	4272.71	4417.27	1933.64	5003.16	3582.69	1711.61	1151.72	4169.45	3167.88	5847.45	3516.36	6375.1	4340.2	3012.73	1939.67	5990.64	3214.21	5709	2599.54	5218.58	3163.43
161	36922.55	26716.99	22064.59	16291.67	30564.1	23249.44	20984.33	17730.39	25101.2	18331.46	34177.41	26471.02	27562.89	18191.1	29614.79	26682.29	21125.02	19064.06	16506.11	14615.7	26138.88	16593.43	20025.4	15818.63	22032.41	15649.24	17730.59	12003.29	35043.89	23273.28	21599.96	18669.42
162	13681.47	7709.02	14499.28	8996.28	22151.42	12073.16	10217.98	7060.61	16096.46	17409.07	21720.6	16497.88	12945.47	7346.28	10971.04	9428.69	5056.25	3484.54	10450.09	6862.15	14899.25	9186.33	15262.95	19339.27	13402.78	8841.53	16162.77	16411.48	16249.92	16300.9	10885.32	10861.73
163	13358.83	8790.08	12148.5	8902.36	11651.09	7594.43	9343.91	6776.54	7066.44	3849.87	10289.55	7037.14	8763.55	4596.36	9974.75	8048.75	4686.5	3534.5	7192.06	6424.59	9986.15	7537.23	8542.6	6834.8	4855.47	3638.73	9071.46	5941.36	8268.89	4803.35	11186.3	7899.1
164	1549.76	797.43	1589.54	1061.69	1662.11	981.74	899.79	659.42	1022.93	651.43	1783.5	1091.29	858.2	518.5	1121.65	908.65	530.14	431.14	1061.08	838.67	1180.39	804.67	1312.21	1059.95	904.1	772.05	1116.52	732.19	1465.44	741.22	1206.67	844
165	6247.42	3014.33	6552.73	2941.27	7822	3773.91	3761.18	2738.91	4407.93	2253.14	6730.07	3301.93	4042.57	1814.5	6246.91	3594.5	1608.29	975.65	3131.08	1837.69	5419.24	2998.05	4082.65	2354.88	2842.83	2065.33	3852.77	2117.83	6097.85	2727.46	4653.9	2275.55
166	2381.64	1315.36	2026.1	1170.4	2209.33	1353	1589.09	1100.54	1174.63	777	2447.36	1574.57	1189.56	593.94	2049.14	1288.53	1639.81	1174.74	1033.69	1001.7	3254.04	1863.83	1141.38	1286.56	1608.58	1410.04	1206.67	975.53	2470.17	1341.08	1207.28	819.94
167	7387.12	4546.19	6668.11	4928.44	9444.28	5333.44	5327.38	4522.54	6537.93	3384.13	7206.85	4908.08	7692.54	5471.31	6618.76	5536.89	3415.72	2765.91	4654.67	4793.48	5475.8	3426.47	8576.6	5766.8	4231.8	2954.52	4657.24	2867.76	7307.82	3900.74	5717.79	4455.22
168	1873.9	1163.03	2061.37	1357.42	2240.78	1335.22	1392.89	853.39	1380.58	789.75	1892.94	1206	1266.67	586.07	1708.34	1362.76	1000	752.86	1327.5	1060.88	2117.45	1276.91	1720.08	1794.23	1181.29	849.97	1469.37	1012.3	1768.19	802.18	1562.54	1023.5
169	9466.29	4962.86	11255.25	6894.86	15311.88	10289.97	7605.37	5597.34	6423.81	2694.37	12863.47	7315.8	4370.25	1668.83	3362.14	2275.68	5824.09	3986.57	7531.1	5725.16	3602.51	2431.45	10946.29	7024.23	5509.65	3777.68	10027.84	4356.4	6974.22	2585.33	8220.66	4346
170	16607.71	10623.83	18960.63	10079.26	15621.78	9195.09	11200.12	7768.08	9169.31	4670.69	13836.67	7275.08	9693.5	4181.33	7128.88	4819.81	8000.93	6080.2	10026.47	6514.85	5579	2938.2	12290.36	6987.15	9828.55	6180.56	10142.96	4747.68	10680.89	4681.23	11499.07	6555.72
171	8697.72	5706.2	9743.47	5103.69	11953.28	5339.16	7208.53	4423.53	3979.25	1733.06	8681.39	4524.56	3957.23	1656.59	3294.06	2292.05	3095.53	2191.92	6524.94	4163.6	3509.29	2244.79	8656.91	4772	3588.57	2092	10289.75	4839.67	4495.7	2055.3	5742.35	3126.82
172	18969.93	14129.9	13642.05	9936.02	15239.25	10489.62	11408.31	10796.23	11749.04	8322.13	15643.52	11792.29	11969.24	9411.44	11767.03	10389.04	14507.71	15192.74	13016.03	13232.24	10885	9066.09	11117.66	8776.26	9641.91	8353.86	9254.94	7177.22	14692.06	11052.12	9547.2	8497.42
173	9238.17	6329.58	7753.65	5696.9	8514	5641.5	6391.67	6646.17	5206.08	3671	6952.83	4905.42	5770	4507.45	6934.17	6431.75	5216.75	5137.08	5667.71	5481	3783	2987.93	5923.67	4894.75	3522.81	2894	4665.6	3443.2	7453.17	4916.25	5988.92	4136.38
174	4936.68	3141.15	4323.45	2812.79	6776.79	4131.88	3647.45	2711.86	3295.42	1603	6006.13	3666.46	2885.4	1451.3	3075.58	2201.42	4768.22	4101.44	3051.27	2569	4911.87	3213.67	6209.41	4147.12	3171.37	2002.85	7158.4	3597.4	3282.04	1500.02	3173.53	1742.82
175	1468.41	873.14	2240.75	988.83	2237.46	1029.77	1052.33	657	1109.88	508	1947.5	1041.85	761.91	399.45	988.9	737.76	549.12	579.88	922.86	962.37	1339.64	690.43	1574.44	1213.22	729.29	518.95	1623.07	1044.96	917.5	681.55	1136.65	841
176	927.55	721.82	975.32	707.89	516.11	359.74	546.72	558.08	376.6	364.4	660.33	518.33	274.09	251.37	501.73	553.07	260.75	378.28	461.63	529.26	492.21	395.46	607.95	739.04	441.75	519.42	497.88	562.52	757.45	1289.09	734.75	924.75
177	1133.67	897.54	1435.22	660.56	993.93	584.93	640.88	588.54	600.1	618.1	807.67	637.34	455.82	304.14	726.87	744.2	416.97	441.8	685.06	817.88	704.69	493.11	1070.11	1121.44	653.4	451.67	895.75	1127.67	766.48	512.55	526.34	509.61
178	1453.2	1141.4	1327.8	799.4	1478.62	812.62	1227	1024.05	856.86	547.68	1516.8	881.8	1000.86	556.29	1564.11	1163	561.73	725.55	686.82	850.65	935.76	669.95	1081.24	1004.62	698.96	712.29	1303.85	1035.46	1024.44	677	1078.83	785.94
179	7382.73	4389.64	5291.96	3452.28	6560.91	4149.27	5510.15	4039.23	5447	2309.78	9695	4180.11	4075.53	1379	5961.28	3185.83	1710.55	1377.55	3409.73	2273.14	5157.58	3028.92	3550.89	3621.37	2839.5	1981.58	5745.33	2862.4	6698.34	2932.34	6037	3040.32
